Date,Close,dailyEMA12,dailyEMA26,BullPower,BearPower,lowerBB,middleBB,upperBB,2stdBB,MACDline,MACDhistogram,MACDsignal,weeklyEMA5,weeklyEMA13,weeklyADX
2006-09-25 00:00:00+01:00,221.33999633789062,221.15965699007634,220.43600787709693,1.6239896814968233,0.6339994471218233,218.44736918239735,221.10333179292223,223.75929440344711,2.402462766153487,0.7232206102506211,-0.07692479740814395,0.8001454076587651,220.58899574739107,218.1546137883113,37.73639202698158
2006-09-26 00:00:00+01:00,221.94000244140625,221.2797101364348,220.5474148818606,1.6225832870847228,-0.11742220607933973,218.44825004786708,221.10047476632255,223.75269948477802,2.3991126398607365,0.7319326753421365,-0.054570185853302866,0.7865028611954393,220.58899574739107,218.1546137883113,37.73639202698158
2006-09-27 00:00:00+01:00,221.8699951171875,221.37052321039675,220.6453837881811,1.3546162118188931,0.39460949795170563,218.44840875382445,221.11095101492745,223.77349327603045,2.408331427169564,0.7248326244038878,-0.04933618943324114,0.774168813837129,220.58899574739107,218.1546137883113,37.73639202698158
2006-09-28 00:00:00+01:00,220.91000366210938,221.29967404912176,220.66498526032393,1.4750141293245065,-0.004981598214556016,218.4762581793959,221.0161895751953,223.55612097099473,2.2984120762205653,0.6344291906494277,-0.11179169855016102,0.7462208891995887,220.58899574739107,218.1546137883113,37.73639202698158
2006-09-29 00:00:00+01:00,220.89999389648438,221.23818479486985,220.68239330744692,0.5876109650140222,-0.7524006316656653,218.5778653829327,220.90142749604723,223.22498960916175,2.1037094594203984,0.5555718274512174,-0.1525192493986971,0.7080910768499145,220.58899574739107,218.1546137883113,37.73639202698158
2006-10-02 00:00:00+01:00,221.97999572753906,221.35230955374203,220.7785120052315,1.3314886051200574,0.0514898258231824,218.6641732725149,220.85428437732514,223.0443954821354,1.983308687884447,0.5736116823806299,-0.10758351557542767,0.6811951979560575,221.18599879253154,218.75824108752576,34.72768932608286
2006-10-03 00:00:00+01:00,222.6300048828125,221.5488780659067,220.91565962579307,1.9343464777225563,0.7143452570194313,218.60622385480536,220.91809445335753,223.2299650519097,2.09296626812999,0.6330611687729686,-0.038507223346471164,0.6715683921194397,221.18599879253154,218.75824108752576,34.72768932608286
2006-10-04 00:00:00+01:00,222.22000122070312,221.65212778202923,221.01227752171232,1.757726750748617,0.8877163747720545,218.6752054813147,221.01952325730096,223.36384103328723,2.1213671457042462,0.6397171845671039,-0.02548096604186867,0.6651981506089726,221.18599879253154,218.75824108752576,34.72768932608286
2006-10-05 00:00:00+01:00,221.33999633789062,221.60410755985404,221.0365529895774,1.2834543346413625,-0.5965505481711375,218.81174452960687,221.09333292643228,223.3749213232577,2.0639142452880748,0.5674419677191338,-0.07820494631187103,0.6456469140310048,221.18599879253154,218.75824108752576,34.72768932608286
2006-10-06 00:00:00+01:00,222.1999969482422,221.6957828503753,221.12273402355257,1.5672684178536826,-0.03273768566194235,219.309183860949,221.27666582380022,223.24414778665144,1.7783004416904082,0.572953547735608,-0.058154693036317484,0.6311082407719255,221.18599879253154,218.75824108752576,34.72768932608286
2006-10-09 00:00:00+01:00,222.19000244140625,221.77181663361083,221.20179094339358,1.8682163808251744,0.7982090566064244,220.03808107523858,221.46809459867933,222.89810812212008,1.2913946146798851,0.5699450694512223,-0.048930537056562584,0.6188756065077848,221.49399939847154,219.23706387650088,33.21709845655085
2006-10-10 00:00:00+01:00,221.8000030517578,221.77615300563343,221.24610295142057,1.3138946071731823,0.4838927761184948,220.52259848768304,221.58618963332404,222.64978077896504,0.9599796335692272,0.5299818366416105,-0.07111501589293945,0.6010968525345499,221.49399939847154,219.23706387650088,33.21709845655085
2006-10-11 00:00:00+01:00,222.08999633789062,221.82443659521147,221.30861357264058,0.8313858170078561,0.22138520665629358,220.6050510254659,221.64285641624815,222.6806618070304,0.9364663563378981,0.5157653000105995,-0.06826524201916029,0.5840305420297598,221.49399939847154,219.23706387650088,33.21709845655085
2006-10-12 00:00:00+01:00,221.92999267578125,221.8406759922222,221.3546416543547,0.9653656698640418,0.3153565145906043,220.7994307142689,221.7104753766741,222.62152003907931,0.8218327626219623,0.48598549570110094,-0.07843603706292712,0.5644215327640281,221.49399939847154,219.23706387650088,33.21709845655085
2006-10-13 00:00:00+01:00,221.8699951171875,221.84518662683226,221.3928159849349,0.9771791322525871,0.22717913225258712,220.80403817698718,221.71761794317337,222.63119770935955,0.8240930735782492,0.4523293139103828,-0.08967377508291619,0.542003088993299,221.49399939847154,219.23706387650088,33.21709845655085
2006-10-16 00:00:00+01:00,221.50999450683594,221.79361860837128,221.4014958754461,0.778496800335148,-0.03150075825860199,220.87818124100167,221.74142746698288,222.6046736929641,0.7786061773321551,0.39208776309007476,-0.11993226072257934,0.5120200238126541,222.10933171161125,219.82319708527083,34.59797489431286
2006-10-17 00:00:00+01:00,221.94000244140625,221.81613919806895,221.4413852507024,1.0886135285944647,-0.1513919645695978,220.88462149161273,221.7519037155878,222.61918593956284,0.7822094957862483,0.37472435750609634,-0.10983653304524621,0.48456089055134255,222.10933171161125,219.82319708527083,34.59797489431286
2006-10-18 00:00:00+01:00,222.10000610351562,221.85981102967614,221.49017198054042,1.0498213055923884,0.1198286298111384,220.9384597308735,221.79095168340774,222.643443635942,0.7687346540188243,0.369614011561481,-0.09195750319188922,0.4615715147533702,222.10933171161125,219.82319708527083,34.59797489431286
2006-10-19 00:00:00+01:00,221.99000549316406,221.87984094713582,221.5271966851792,0.7327978216567317,-0.06718997131201832,220.95475989233094,221.80809456961495,222.66142924689896,0.7694351091557567,0.3526230763168883,-0.08715875074918555,0.4397818270660738,222.10933171161125,219.82319708527083,34.59797489431286
2006-10-20 00:00:00+01:00,223.5,222.129096186038,221.6733302640548,2.1266727877030007,0.2566624117264382,220.8218509001602,221.91142781575522,223.00100473135024,0.9819926141880829,0.45574799567265245,0.012772934885262877,0.4429750607873896,222.10933171161125,219.82319708527083,34.59797489431286
2006-10-23 00:00:00+01:00,223.44000244140625,222.33077407147925,221.80419486978454,1.835804519863899,1.215809402676399,220.71624015027535,221.98523748488654,223.25423481949773,1.143316870066716,0.5265640332781345,0.06687117799259595,0.45969285528553855,222.35955467785803,220.25702616028238,36.69679273076604
2006-10-24 00:00:00+01:00,223.5800018310547,222.52296295756778,221.93573612617493,1.834268146286007,1.234262042770382,220.68834686435525,222.09190441313245,223.49546196190965,1.2639430081758598,0.5872139965788108,0.1020169130346178,0.485197083544193,222.35955467785803,220.25702616028238,36.69679273076604
2006-10-25 00:00:00+01:00,223.47999572753906,222.6701987683326,222.05012572627598,1.6998742737240207,1.2398675598568332,220.64501480198845,222.1652374267578,223.68546005152717,1.3685513020645623,0.6200621818293541,0.10789207862812888,0.5121701032012252,222.35955467785803,220.25702616028238,36.69679273076604
